"Entity ID","Individual Test Solutions","Remote Testing","Adaptive/IRT","Test Type","Description","Job Levels","Languages","Assessment Length","Fact Sheet Link","Sample Report Link"
"1048","MQ Profile","Yes","No","P","The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,","N/A","N/A","https://service.shl.com/docs/MQ%20Profile%20(TC%20Version)%20English%20International.pdf"
"4015","MS Access (New)","Yes","No","K","Multi-choice test that measures the knowledge and basic understanding of MS Access programming.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/MS%20Access%20(New).pdf","N/A"
"3993","MS Excel (New)","Yes","No","K","Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),","Approximate Completion Time in minutes = 6","https://service.shl.com/docs/MS%20Excel%20(New).pdf","N/A"
"3995","MS Office Basic Computer Literacy (New)","Yes","No","K","Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/MS%20Office%20Basic%20Computer%20Literacy%20(New).pdf","https://service.shl.com/docs/MS%20Office%20Basic%20Computer%20Literacy%20(New)%20Sample%20Report.pdf"
"4193","MS Office Basic Computer Literacy (Sim) (New)","Yes","No","S","Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 5","https://service.shl.com/docs/MS%20Office%20Basic%20Computer%20Literacy%20(Simulation)%20(New).pdf","https://service.shl.com/docs/MS%20Office%20Basic%20Computer%20Literacy%20(sim)%20(New)%20Sample%20Report.pdf"
"4097","MS PowerPoint (New)","Yes","No","K","Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.","Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),","Approximate Completion Time in minutes = 4","https://service.shl.com/docs/MS%20PowerPoint%20(New).pdf","N/A"
"3994","MS Word (New)","Yes","No","K","Multi-choice test that measures the ability to use MS Word to record and save textual information.","Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),","Approximate Completion Time in minutes = 4","https://service.shl.com/docs/MS%20Word%20(New).pdf","https://service.shl.com/docs/MS%20Word%20(New)%20Sample%20Report.pdf"
"4098","MuleSoft Development (New)","Yes","No","K","Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 17","https://service.shl.com/docs/MuleSoft%20Development%20(New).pdf","N/A"
"615","Multitasking Ability","Yes","No","A, K, S","The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks. This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 20","https://service.shl.com/docs/Fact_Sheet-Multitasking_Ability.pdf","N/A"
"4100","Networking and Implementation (New)","Yes","No","K","Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Networking%20and%20Implementation%20(New).pdf","N/A"
"3997","Node.js (New)","Yes","No","K","Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/Node.js%20(New).pdf","N/A"
"4041","Nursing (New)","Yes","No","K","Multi-choice test that measures the knowledge of carrying out various nursing tasks.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 11","https://service.shl.com/docs/Nursing%20(New).pdf","N/A"
"720","Occupational Personality Questionnaire OPQ32r","Yes","No","P","The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.","Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,","English International, French (Canada), Portuguese, Chinese Simplified, Chinese Traditional, French (Belgium), French, Polish, Slovak, Czech, Danish, Flemish, Dutch, Estonian, Finnish, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, English (USA), Arabic, Portuguese (Brazil), Spanish, Latin American Spanish, Romanian, Russian, Serbian, Swedish, Thai, Turkish, Malay, Vietnamese,","Approximate Completion Time in minutes = Untimed, approx. 25","https://service.shl.com/docs/OPQ%20Product%20Fact%20Sheet%20(1).pdf","N/A"
"4116","Operations Management (New)","Yes","No","K","Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Operations%20Management%20(New).pdf","https://service.shl.com/docs/Operations%20Management%20%20sample%20report.pdf"
"727","OPQ Candidate Plus Report","Yes","No","P","A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Finnish, English International,","N/A","N/A","https://service.shl.com/docs/OPQ32%20Candidate%20Plus%20Report%20English%20International.pdf"
"4298","OPQ Candidate Report 2.0","Yes","No","P","A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session","N/A","N/A","N/A","N/A","https://service.shl.com/docs/OPQ%20Candidate%20Report%202.0%20International%20English.pdf"
"748","OPQ Emotional Intelligence Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people. It is intended for use in a development setting.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA),","N/A","N/A","https://service.shl.com/docs/OPQ32%20Emotional%20Intelligence%20Report%20Std%20v2.0%20English%20International.pdf"
"749","OPQ Leadership Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential. It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.","Director, Executive, Manager, Mid-Professional, Professional Individual Contributor,","Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish,","N/A","https://service.shl.com/docs/OPQ_Leadership_Report_Fact_Sheet.pdf","https://service.shl.com/docs/The%20Leadership%20Report%20v2.0%20SC%20English%20International.pdf"
"750","OPQ Manager Plus Report","Yes","No","P","This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provide simple comments on each of the personality traits. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Romanian, Czech, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),","N/A","https://service.shl.com/docs/OPQ_Manager_Plus_Report_Fact_Sheet.pdf","https://service.shl.com/docs/OPQ32%20Manager%20Plus%20Report%20(TC%20Version)%20English%20International.pdf"
"4300","OPQ Manager Plus Report 2.0","Yes","No","P","This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.","Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level,","N/A","N/A","N/A","https://service.shl.com/docs/Manager%20Plus%20International%20English.pdf"
"752","OPQ Maximising your Learning Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions.","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director,","Danish, Dutch, Portuguese, Swedish, English International,","N/A","N/A","https://service.shl.com/docs/OPQ32%20Maximise%20Your%20Learning%20Report%20Std%20v2%20English%20International.pdf"
"754","OPQ MQ Sales Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Portuguese (Brazil), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Chinese Traditional, Portuguese, Romanian,","N/A","https://service.shl.com/docs/OPQ_MQ_Sales_Report_Fact_Sheet.pdf","https://service.shl.com/docs/OPQ32%20Sales%20Report%20Std%20v2.0%20English%20International.pdf"
"753","OPQ Premium Plus Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.","Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive,","English International,","N/A","N/A","https://service.shl.com/docs/SHL%20OPQ32%20Premium%20Plus%20Report.pdf"
"4307","OPQ Premium Plus Report 2.0","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.","Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor,","N/A","N/A","N/A","https://service.shl.com/docs/OPQ%20Premium%20Plus%202.0%20International%20English.pdf"
"1050","OPQ Profile Report","Yes","No","P","This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian,","N/A","N/A","https://service.shl.com/docs/OPQ%20Profile%20Chart%20v2%20%20English%20International.pdf"
"1060","OPQ Team Impact Group Development Report","Yes","No","P","These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. “IMPORTANT! Please note that for a sample report contact Managed Services"".","Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA),","N/A","N/A","N/A"
"1059","OPQ Team Impact Individual Development Report","Yes","No","P","These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA),","N/A","N/A","https://service.shl.com/docs/OPQ32%20Team%20Impact%20Individual%20Development%20Report%20UKE.pdf"
"1058","OPQ Team Impact Selection Report","Yes","No","P","These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English International, English (USA),","N/A","N/A","https://service.shl.com/docs/OPQ32%20Team%20Impact%20Selection%20Report%20v2.0%20English%20International.pdf"
"1061","OPQ Team Types & Leadership Styles Profile","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Portuguese (Brazil), Danish, French (Canada), French, German, Italian, Latin American Spanish, Norwegian, Portuguese, Swedish, Turkish, English International, English (USA),","N/A","N/A","https://service.shl.com/docs/OPQ32%20Team%20Types%20and%20Leadership%20Styles%20ProfileStd%20v2.0%20English%20International.pdf"
"756","OPQ Team Types and Leadership Styles Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Italian, Latin American Spanish, Norwegian, Portuguese, English International, English (USA),","N/A","N/A","https://service.shl.com/docs/OPQ32%20Team%20Types%20and%20Leadership%20Styles%20Report%20Std%20v2%20English%20International.pdf"
"757","OPQ UCF Development Action Planner Report 1.0","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA), Dutch, French, German, Norwegian, Swedish, Japanese, Portuguese, Chinese Simplified, Italian, Danish, Finnish, Latin American Spanish, Portuguese (Brazil),","N/A","https://service.shl.com/docs/UCF_Development_Action_Planner_Report_Fact_Sheet.pdf","https://service.shl.com/docs/OPQ32%20UCF%20Development%20Action%20Planner%20(soda)%20English%20International.pdf"
"4286","OPQ UCF Development Action Planner Report 2.0","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.","Director, Executive, Front Line Manager, Manager, Graduate, General Population, Professional Individual Contributor, Supervisor, Mid-Professional,","N/A","N/A","N/A","https://service.shl.com/docs/Development%20Action%20Planner%202.0%20International%20English.pdf"
"758","OPQ Universal Competency Report 1.0","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Graduate, Director, Executive, Front Line Manager, General Population, Supervisor, Manager, Mid-Professional, Professional Individual Contributor,","Czech, Romanian, Slovak, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),","N/A","https://service.shl.com/docs/OPQ_Universal_Competency_Report_Fact_Sheet.pdf","https://service.shl.com/docs/OPQ32%20Universal%20Competency%20Report%20English%20International.pdf"
"4289","OPQ Universal Competency Report 2.0","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Executive, Front Line Manager, General Population,","N/A","N/A","N/A","https://service.shl.com/docs/Universal%20Competency%20Report%202.0%20International%20English.pdf"
"1067","OPQ User and Managers Report","Yes","No","P","This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager. These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Danish, Finnish, French, Italian, Norwegian, Portuguese, English International,","N/A","N/A","https://service.shl.com/docs/OPQ32%20Users%20and%20Managers%20Report%20v2%20English%20International.pdf"
"759","OPQ User Report","Yes","No","P, S","This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French, German, Italian, Norwegian, Portuguese, English International, English (USA), Portuguese (Brazil), French (Canada), Latin American Spanish,","N/A","N/A","https://service.shl.com/docs/OPQ32%20Users%20Report%20Std%20V2%20English%20International.pdf"
"4106","Oracle DBA (Advanced Level) (New)","Yes","No","K","Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/Oracle%20DBA%20(Advanced%20Level)%20(New).pdf","N/A"
"4105","Oracle DBA (Entry Level) (New)","Yes","No","K","Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/Oracle%20DBA%20(Entry%20Level)%20(New).pdf","N/A"
"4145","Oracle PL/SQL (New)","Yes","No","K","Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 11","https://service.shl.com/docs/Oracle%20PL_SQL%20(New).pdf","N/A"
"4156","Oracle WebLogic Server (New)","Yes","No","K","Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Oracle%20WebLogic%20Server%20(New).pdf","N/A"
"4154","Organic Chemistry (New)","Yes","No","K","Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Organic%20Chemistry%20(New).pdf","N/A"
"4107","Paint Technology (New)","Yes","No","K","Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Paint%20Technology%20(New).pdf","N/A"
"3998","Pediatrics (New)","Yes","No","K","Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 5","https://service.shl.com/docs/Pediatrics%20(New).pdf","N/A"
"4108","Pega Development (New)","Yes","No","K","Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 17","https://service.shl.com/docs/Pega%20Development%20(New).pdf","N/A"
"4109","Perl (New)","Yes","No","K","Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/Perl%20(New).pdf","N/A"
"4070","Petrochemical Engineering (New)","Yes","No","K","Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Petrochemical%20Engineering%20(New).pdf","N/A"
"4110","Petroleum Engineering (New)","Yes","No","K","Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Petroleum%20Engineering%20(New).pdf","N/A"
"4088","Pharmaceutical Analysis (New)","Yes","No","K","Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/Pharmaceutical%20Analysis%20(New).pdf","N/A"
"4114","Pharmaceutical Chemistry (New)","Yes","No","K","Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 17","https://service.shl.com/docs/Pharmaceutical%20Chemistry%20(New).pdf","N/A"
"4061","Pharmaceutical Science (New)","Yes","No","K","Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Pharmaceutical%20Science%20(New).pdf","N/A"
"4111","Pharmaceutics (New)","Yes","No","K","Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/Pharmaceutics%20(New).pdf","N/A"
"4112","Pharmacology (New)","Yes","No","K","Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/Pharmacology%20(New).pdf","N/A"
"4103","PHP (New)","Yes","No","K","Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/PHP%20(New).pdf","N/A"
"3746","PJM Development Report","Yes","No","C, A, P","The Person-Job Match Report is unique in that it matches the performance potential of the individual to the job’s specific competencies. This provides you with a comprehensive and insightful understanding of person-job fit. The PJM Development report is written to support competency focused development of an individual. In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.","Mid-Professional, Graduate, Manager,","Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish,","N/A","N/A","https://service.shl.com/docs/PJM%20Development%20Report%20%2B%20Interview%20Questions%20English%20International.pdf"
"3484","PJM Selection Report","Yes","No","A, C, P","The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role. Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection and/or development (e.g. Talent Audit). It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development needs/limitations. The extended report versions include proposed competency-based interview questions to enable probing of specific situations in which the candidate might have demonstrated critical job behaviours. The PJM Report is designed for use by line managers and HR professionals in selection and development situations. It is valuable for identifying an individual's overall fit as well as likely areas of strength and weakness relative to their behaviour at work. In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.","Mid-Professional, Manager,","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),","N/A","N/A","https://service.shl.com/docs/PJM%20Selection%20Report%20Short%20Form%20Int%20Q%20English%20Int.pdf"
